user_input,retrieved_contexts,response,reference,answer_relevancy,faithfulness,context_precision,context_recall
乐寿堂的西跨院叫什么？,"['乐寿堂的西跨院叫扬仁风，庭院内的建筑极具江南园林特色。在园内北面的正中山坡上，有扇面形状的“扇面殿”，殿前地面使用汉白玉砌成的扇骨、山轴，整座殿堂好像一把打开的折扇。', '出了宜芸馆，我们就来到了乐寿堂。乐寿是出自《论语》中“智者乐，仁者寿”，意思是说，这里就是仁者智者居住的地方。乐寿堂是生活区里的主要建筑，在乾隆年间，这里是乾隆母亲纽钴禄氏居住在这里，光绪年间，慈禧太后就住在这里。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","乐寿堂的西跨院在您提供的信息中并没有直接提到具体的名称。不过，根据对颐和园乐寿堂的介绍，我们可以了解到乐寿堂庭院内的一些特色陈设，比如铜鹿、铜鹤、铜花瓶等象征“六合太平”的装饰物，以及名为“青芝岫”或俗称“败家石”的太湖石。

如果您是想了解乐寿堂西侧的具体建筑或者区域，请提供更详细的信息，或者询问是否有特定的历史背景或故事与之相关。如果需要进一步的帮助，请告诉我。 [{'title': './2023北京导游词.docx', 'content': '出了宜芸馆，我们就来到了乐寿堂。乐寿是出自《论语》中“智者乐，仁者寿”，意思是说，这里就是仁者智者居住的地方。乐寿堂是生活区里的主要建筑，在乾隆年间，这里是乾隆母亲纽钴禄氏居住在这里，光绪年间，慈禧太后就住在这里。'}, {'title': './2023北京导游词.docx', 'content': '通过了水木自亲，也就是乐寿堂的正门，我们也就进入了庭院。可以看到在庭院中陈设乐很多的东西。铜鹿、铜鹤、铜花瓶，分别借鹿、鹤、瓶的谐音，取意“六合太平”，意思是天下太平。园内还种植有玉兰、海棠、牡丹，取意“玉堂富贵”。中间的这块太湖石，因为形状像灵芝，所以叫做“青芝岫”。其实它还有个名字叫作败家石，这是因为在明朝有个人非常喜欢石头的人叫米万钟，在房山看中了这块石头，要将它放入海淀的勺园当中，可是在因为种种不利因素，推托说耗尽财力，将它丢在了路边，后来，乾隆皇帝在从清西陵返回京城的途中看到了这块石头，所以将它运到乐寿堂。在乐寿堂殿内有以玻璃镜子为中心的紫'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}]",扬仁风,0.0,0.1111111111111111,0.9999999999,1.0
德和园的名字取自哪里？,"['这里是天坛的东门，关于天坛就给大家介绍到这里，谢谢大家。\n\n颐和园\n\n各位游客大家好，我是**旅行社的导游员，今天就有我来带领大家共同游览这个清代的皇家园林——颐和园。希望我的讲解能够令各位满意，是我们共同度过这一美好的时光。\n\n我们现在即将前往的就是颐和园，利用这一段时间，我向大家简短地介绍一下颐和园的历史以及现在的状况。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！', '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。']","德和园的名字来源于其内部的德和楼，而德和楼则是为慈禧太后看戏所建的大戏楼。""德和""二字取自《左传》中的""君子听之以平其心，心平德和""，寓意着通过欣赏戏曲能够使人心情平和、品德和谐。德和园位于颐和园内，是清宫中最大的一座戏楼，也是中国现存最大的古戏楼之一。

如果您对德和园或颐和园有更多想要了解的信息，请随时告诉我！ [{'title': './2023北京导游词.docx', 'content': '这里是天坛的东门，关于天坛就给大家介绍到这里，谢谢大家。\n\n颐和园\n\n各位游客大家好，我是**旅行社的导游员，今天就有我来带领大家共同游览这个清代的皇家园林——颐和园。希望我的讲解能够令各位满意，是我们共同度过这一美好的时光。\n\n我们现在即将前往的就是颐和园，利用这一段时间，我向大家简短地介绍一下颐和园的历史以及现在的状况。'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}, {'title': './2023北京导游词.docx', 'content': '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。'}]",取自《左传》中的 君子听之以平其心，心平德和,0.842890281152497,0.0,0.0,0.0
乐寿堂殿内“慈晖懿祉”的匾额意思是什么？,"['出了宜芸馆，我们就来到了乐寿堂。乐寿是出自《论语》中“智者乐，仁者寿”，意思是说，这里就是仁者智者居住的地方。乐寿堂是生活区里的主要建筑，在乾隆年间，这里是乾隆母亲纽钴禄氏居住在这里，光绪年间，慈禧太后就住在这里。', '乐寿堂的西跨院叫扬仁风，庭院内的建筑极具江南园林特色。在园内北面的正中山坡上，有扇面形状的“扇面殿”，殿前地面使用汉白玉砌成的扇骨、山轴，整座殿堂好像一把打开的折扇。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","乐寿堂殿内的“慈晖懿祉”匾额，其中“慈晖”指的是慈爱的光辉，通常用来比喻母爱的伟大；“懿祉”则是指美好的福祉。整个匾额的意思是赞美慈禧太后（或乾隆之母）给人们带来的仁慈与福泽。乐寿堂本身的名字来源于《论语》中的“智者乐，仁者寿”，意味着这里是智慧和仁德之人居住的地方。在不同的历史时期，这里曾是皇室成员的重要居所之一。

乐寿堂庭院中还摆放着铜鹿、铜鹤、铜花瓶等装饰物，这些不仅增添了皇家园林的艺术美感，也蕴含了吉祥寓意：“六合太平”。此外，院内种植的玉兰、海棠、牡丹则象征着富贵繁荣。希望这段解释能够帮助您更好地理解乐寿堂及其文化内涵。如果您还有其他问题或需要进一步的信息，请随时告诉我！ [{'title': './2023北京导游词.docx', 'content': '出了宜芸馆，我们就来到了乐寿堂。乐寿是出自《论语》中“智者乐，仁者寿”，意思是说，这里就是仁者智者居住的地方。乐寿堂是生活区里的主要建筑，在乾隆年间，这里是乾隆母亲纽钴禄氏居住在这里，光绪年间，慈禧太后就住在这里。'}, {'title': './2023北京导游词.docx', 'content': '通过了水木自亲，也就是乐寿堂的正门，我们也就进入了庭院。可以看到在庭院中陈设乐很多的东西。铜鹿、铜鹤、铜花瓶，分别借鹿、鹤、瓶的谐音，取意“六合太平”，意思是天下太平。园内还种植有玉兰、海棠、牡丹，取意“玉堂富贵”。中间的这块太湖石，因为形状像灵芝，所以叫做“青芝岫”。其实它还有个名字叫作败家石，这是因为在明朝有个人非常喜欢石头的人叫米万钟，在房山看中了这块石头，要将它放入海淀的勺园当中，可是在因为种种不利因素，推托说耗尽财力，将它丢在了路边，后来，乾隆皇帝在从清西陵返回京城的途中看到了这块石头，所以将它运到乐寿堂。在乐寿堂殿内有以玻璃镜子为中心的紫'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}]",受母后之深恩，托母后之洪福,0.8237453407111491,0.21428571428571427,0.0,0.0
排云殿名字出自哪里？,"['走出了长廊，我们就来到了以排云点为中心的祝寿庆典区，这里是万寿山前山最宏伟的一组建筑，构成了万寿山的中轴线。这条中轴线从临湖码头到山顶的智慧海，分布有排云门、排云殿、佛香阁、众香界、智慧海等主要建筑。\n\n排云殿建在乾隆年间大报恩延寿寺中大雄宝殿的遗址上，是慈禧太后过生日时接受百官朝贺的地方。排云出自晋代诗人郭璞：“神仙排云出，但见金银台”的诗句。', '排云殿建在乾隆年间大报恩延寿寺中大雄宝殿的遗址上，是慈禧太后过生日时接受百官朝贺的地方。排云出自晋代诗人郭璞：“神仙排云出，但见金银台”的诗句。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","排云殿的名字来源于晋代诗人郭璞的诗句：“神仙排云出，但见金银台”。这座建筑位于北京颐和园内，建在乾隆年间大报恩延寿寺中大雄宝殿的遗址上。它是慈禧太后过生日时接受百官朝贺的地方，是万寿山前山最宏伟的一组建筑之一，构成了万寿山的中轴线。 [{'title': './2023北京导游词.docx', 'content': '走出了长廊，我们就来到了以排云点为中心的祝寿庆典区，这里是万寿山前山最宏伟的一组建筑，构成了万寿山的中轴线。这条中轴线从临湖码头到山顶的智慧海，分布有排云门、排云殿、佛香阁、众香界、智慧海等主要建筑。\n\n排云殿建在乾隆年间大报恩延寿寺中大雄宝殿的遗址上，是慈禧太后过生日时接受百官朝贺的地方。排云出自晋代诗人郭璞：“神仙排云出，但见金银台”的诗句。'}, {'title': './2023北京导游词.docx', 'content': '排云殿建在乾隆年间大报恩延寿寺中大雄宝殿的遗址上，是慈禧太后过生日时接受百官朝贺的地方。排云出自晋代诗人郭璞：“神仙排云出，但见金银台”的诗句。'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}]",出自晋代诗人郭璞：“神仙排云出，但见金银台”的诗句,0.6969330318228524,0.8333333333333334,0.99999999995,1.0
“蕃厘经纬”的匾额意思是什么？,"['在交通要道和驿站作为路标使用的为“路标”或“恒表”，其中雕刻华丽的便称为“华表”，另外，也有华表源于诽谤木的说法。', '太和殿正前方悬挂乾隆御笔“建极绥猷”，匾额，大意是皇上要上承天意，下体民情，建立宏大中正之道。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","经查询，关于“蕃厘经纬”的匾额的具体含义和所在建筑信息在颐和园的介绍中没有直接提到。不过，根据匾额的文字，“蕃厘”通常指的是丰饶、繁盛的意思，而“经纬”则可以理解为治理或规划。因此，“蕃厘经纬”可能意指对繁荣景象的管理和规划。这块匾额位于颐和园内的具体位置需要进一步确认，可能是某处重要的殿堂或者楼阁之上。如果想要了解更准确的信息，建议直接咨询颐和园景区工作人员或查阅更加详细的资料。对于颐和园内其他著名景点如绛雪轩、养性斋等，我这里有一些介绍，不知道您是否感兴趣？
<div>绛雪轩位于御花园的东南侧，平面呈“凸”字形，以前在绛雪轩门前有多颗海棠树，花开时节，微风袭来，红色的花瓣纷纷落下，似雪花飞舞，故名。</div>
<div>养性斋位于御花园的西南侧，平面呈“凹”字形，与“凸”字形的绛雪轩相对应。嘉庆、道光两位皇帝经常到此休息读书，溥仪曾在这里学习英文。</div> [{'title': './2023北京导游词.docx', 'content': '这里是天坛的东门，关于天坛就给大家介绍到这里，谢谢大家。\n\n颐和园\n\n各位游客大家好，我是**旅行社的导游员，今天就有我来带领大家共同游览这个清代的皇家园林——颐和园。希望我的讲解能够令各位满意，是我们共同度过这一美好的时光。\n\n我们现在即将前往的就是颐和园，利用这一段时间，我向大家简短地介绍一下颐和园的历史以及现在的状况。'}, {'title': './2023北京导游词.docx', 'content': '绛雪轩位于御花园的东南侧，平面呈“凸”字形，以前在绛雪轩门前有多颗海棠树，花开时节，微风袭来，红色的花瓣纷纷落下，似雪花飞舞，故名。养性斋位于御花园的西南侧，平面呈“凹”字形，与“凸”字形的绛雪轩相对应。嘉庆、道光两位皇帝经常到此休息读书，溥仪曾在这里学习英文。'}, {'title': './2023北京导游词.docx', 'content': '皇子们上、下学都要在这里向孔圣人行礼。西一间是敬事房，是专管宫内太监的地方。西二间是南书房，传说康熙擒鳌拜就在此处。东庑的端凝殿用于存放皇帝的衣冠，溥仪剪下的辫子曾存放在此处。西庑的懋勤殿曾是皇帝进行“朝审勾到”的地方。朝审是明清两代在秋天会审死刑案件的地方。如果皇帝批准执行死刑，就用朱笔把死刑犯的名字勾去，称“勾决”。'}]",幸福无边,0.0,0.0,0.0,0.0
智慧海名字出自哪里？,"['1/20！想当初，古代人民艰苦劳动，才把那一块块重达千斤的条石、城砖抬上这峭壁深壑。因此，为了尊重古代的劳动人民，我在此提几点要求：', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！', '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。']","看起来我获取的信息与智慧海并没有直接关联，这可能是因为查询时出现了偏差。智慧海的名字实际上来源于佛教经典，它位于北京颐和园内，是一座精美的藏式建筑。其名称“智慧海”寓意着佛法无边、智慧如海的意思。如果您需要更多关于智慧海的具体信息或其它帮助，请告诉我！ [{'title': './2023北京导游词.docx', 'content': '18.5 米，底部直径 1.2 米，两人也难合'}, {'title': './2023北京导游词.docx', 'content': '26 个木箱。'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}]",名称来自《无量寿经》中 如来智慧海，身府无崖底。,0.7130081942959908,0.14285714285714285,0.0,0.0
朱元璋的坟在哪里？,"['昭陵，其中定陵的地宫已经被发掘了。现在这里已经成为全国重点风景名胜区，是世界上保存完整、埋葬皇帝最多的墓葬群。现在大家可能在想：明朝不是有十六个皇帝吗？怎么在这里只有十三个皇帝的陵寝？其实原因很简单，明太祖朱元璋因为建都南京，所以他的陵墓当然就在南京啦，也就是明孝陵；而明朝第二个皇帝建文帝，因为被朱棣夺取了皇位，尸骨下落不明，所以这里就没有他的陵墓；在明朝第七代皇帝英宗的时候，他曾经被宦官王振怂恿', '明太祖朱元璋因为建都南京，所以他的陵墓当然就在南京啦，也就是明孝陵；而明朝第二个皇帝建文帝，因为被朱棣夺取了皇位，尸骨下落不明，所以这里就没有他的陵墓；在明朝第七代皇帝英宗的时候，他曾经被宦官王振怂恿，率军亲征，后来在河北怀来的土木堡被瓦剌军俘虏，这个事件称为“土木之变”，一国不能无君，所以他的兄弟就被册封为景泰帝，而后', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","明太祖朱元璋的陵墓位于南京，称为明孝陵。由于明朝初期建都于南京，因此朱元璋的陵寝设在了那里。如果您计划参观明孝陵，它不仅是一个历史遗迹，也是全国重点风景名胜区之一。希望这个信息对您有所帮助！如果需要更多关于明孝陵的信息，请随时告诉我。
</br> [{'title': './2023北京导游词.docx', 'content': '昭陵，其中定陵的地宫已经被发掘了。现在这里已经成为全国重点风景名胜区，是世界上保存完整、埋葬皇帝最多的墓葬群。现在大家可能在想：明朝不是有十六个皇帝吗？怎么在这里只有十三个皇帝的陵寝？其实原因很简单，明太祖朱元璋因为建都南京，所以他的陵墓当然就在南京啦，也就是明孝陵；而明朝第二个皇帝建文帝，因为被朱棣夺取了皇位，尸骨下落不明，所以这里就没有他的陵墓；在明朝第七代皇帝英宗的时候，他曾经被宦官王振怂恿'}, {'title': './2023北京导游词.docx', 'content': '这 200 多年间，明十三陵的营建工程从来没有间断过。在这方圆 40'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}]",取在南京明孝陵,0.7350064210646652,0.625,0.99999999995,1.0
秦始皇为什么修筑长城,"['长城位于北京的北面，始建于春秋战国时期。那时各个诸侯国为了互相防御，就在自己境内地势险要的地方修筑长城。秦始皇统一中国后，为防御北方匈奴的入侵，便将各诸侯国的长城连接起来，并将其延长，号称“万里长城”。长城，远远望去像一条长龙，在巍巍群\n\n\n\n山之间蜿蜒盘旋。它全长一万三千多里。国父孙中山参观长城后，评价道：“中国最有名之工程者，万里长城也。工程之大，古无其匹，为世界独一之奇观。”', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！', '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。']","秦始皇修筑长城的主要目的是为了防御北方匈奴的入侵。在他统一中国后，他将之前各诸侯国修建的长城连接起来，并进行了延长，形成了后来被称为“万里长城”的伟大工程。这项工程规模宏大，在古代是独一无二的，不仅在当时起到了重要的军事防御作用，而且至今仍被视为世界上的奇观之一。

如今，长城已经不再具有军事功能，但它作为中华民族的象征和世界级的文化遗产，每年吸引着无数国内外游客前来参观游览。随着旅游业的发展，长城也不断改善其旅游服务和环境，以更好地迎接来自世界各地的访客。 [{'title': './2023北京导游词.docx', 'content': '长城位于北京的北面，始建于春秋战国时期。那时各个诸侯国为了互相防御，就在自己境内地势险要的地方修筑长城。秦始皇统一中国后，为防御北方匈奴的入侵，便将各诸侯国的长城连接起来，并将其延长，号称“万里长城”。长城，远远望去像一条长龙，在巍巍群\n\n\n\n山之间蜿蜒盘旋。它全长一万三千多里。国父孙中山参观长城后，评价道：“中国最有名之工程者，万里长城也。工程之大，古无其匹，为世界独一之奇观。”'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}, {'title': './2023北京导游词.docx', 'content': '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。'}]",防御北方匈奴的入侵,0.672729434301821,1.0,0.9999999999,1.0
定陵是谁的陵寝？,"['定陵是明朝第 13 位皇帝神宗万历朱翊钧和孝端、孝靖两位皇后的合葬墓。朱翊钧是明朝在位最久的皇帝，他的为人和永乐皇帝朱棣可以说成为了鲜明的对比。他非常贪婪懒惰，在他九岁即位的时候，由于有大臣张居正的辅佐，国家发展得还算比较稳定，可是后来张居正病逝，他便利用这个机会为自己选择了陵地，花费了 800', '定陵是明朝第 13 位皇帝神宗万历朱翊钧和孝端、孝靖两位皇后的合葬墓。朱翊钧是明朝在位最久的皇帝，他的为人和永乐皇帝朱棣可以说成为了鲜明的对比。他非常贪婪懒惰，在他九岁即位的时候，由于有大臣张居正的辅佐，国家发展得还算比较稳定，可是后来张居正病逝，他便利用这个机会为自己选择了陵地，花费了 800 万两白银，用了六年时间，建了工程质量最好的定陵，而他居然因为陵寝修建的非常满意，而在地宫当中举行了盛大的宴会，真实一位让人哭笑不得的皇帝。而他不仅如此，在他在位的 48 年当中，竟然有 28', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！']","定陵是明朝第十三位皇帝神宗朱翊钧（年号万历）及其两位皇后的陵寝。定陵位于北京昌平区的明十三陵内，是目前唯一一座按照原貌恢复并对外开放的明代帝陵。陵区内首先映入眼帘的是碑亭，其中立有神功圣德碑，也被称为无字碑。这座碑顶雕刻着云龙交盘，下端则饰以海水纹图案，而碑座则是传说中龙九子之一的赑屃。

如果您想了解更多关于定陵的信息或参观时需要注意的事项，请随时告诉我。 [{'title': './2023北京导游词.docx', 'content': '一进入定陵陵区，我们首先看到的是一个碑亭，里边就是神功圣德碑，也称为无字碑。碑顶有云龙交盘，下端雕有海水纹的图案，碑座也是龙九子之一赑屃（bìxì）。在十三陵中，'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}, {'title': './2023北京导游词.docx', 'content': '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。'}]",神宗万历朱翊钧和孝端、孝靖两位皇后的合葬墓,0.5412251807764114,0.25,0.99999999995,1.0
定陵地宫挖掘工作是什么时候开始的？,"['咱们现在正从左侧的通道走入地宫。定陵地宫的挖掘工作是从 1956 年 5 月开始的，在', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！', '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。']","关于定陵地宫挖掘的具体时间，我找到的信息中并没有直接提到。但根据历史记载，定陵的发掘工作是在1956年开始的，这是新中国成立后对帝王陵寝进行的首次考古发掘。如果您需要更详细的资料，请告诉我，我会尽力提供帮助。 [{'title': './2023北京导游词.docx', 'content': '一进入定陵陵区，我们首先看到的是一个碑亭，里边就是神功圣德碑，也称为无字碑。碑顶有云龙交盘，下端雕有海水纹的图案，碑座也是龙九子之一赑屃（bìxì）。在十三陵中，'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}, {'title': './2023北京导游词.docx', 'content': '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。'}]",1956年5月开始的,0.0,0.25,0.9999999999,1.0
德和园名字出自哪里？,"['这里是天坛的东门，关于天坛就给大家介绍到这里，谢谢大家。\n\n颐和园\n\n各位游客大家好，我是**旅行社的导游员，今天就有我来带领大家共同游览这个清代的皇家园林——颐和园。希望我的讲解能够令各位满意，是我们共同度过这一美好的时光。\n\n我们现在即将前往的就是颐和园，利用这一段时间，我向大家简短地介绍一下颐和园的历史以及现在的状况。', '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！', '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。']","德和园位于颐和园内，是专为慈禧太后看戏而建造的一座大戏楼。其名字“德和”取自《礼记·乐记》中的“乐者，天地之和也；礼者，天地之序也。和故百物皆化，序故群物皆别”，寓意着以德治国、和谐天下的理念。

如果您对颐和园或德和园有更多想要了解的信息，请随时告诉我！ [{'title': './2023北京导游词.docx', 'content': '这里是天坛的东门，关于天坛就给大家介绍到这里，谢谢大家。\n\n颐和园\n\n各位游客大家好，我是**旅行社的导游员，今天就有我来带领大家共同游览这个清代的皇家园林——颐和园。希望我的讲解能够令各位满意，是我们共同度过这一美好的时光。\n\n我们现在即将前往的就是颐和园，利用这一段时间，我向大家简短地介绍一下颐和园的历史以及现在的状况。'}, {'title': './2023北京导游词.docx', 'content': '今天的长城，早已失去军事价值，而以其特有的魅力，吸引着广大中外游客，成为举世闻名的旅游胜地。随着旅游业的发展，长城这一中华民族的象征，全世界重要的文化遗产，\n\n会焕发出新的生机。以更优质的旅游服务、更优美的旅游环境迎接着大家的到来！'}, {'title': './2023北京导游词.docx', 'content': '明清时期乾清宫是皇帝的寝宫，直到清雍正皇帝为了给康熙皇帝居丧守制将寝宫移到了养心殿,乾清宫就成为了皇帝处理日常政务的地方。明朝的“壬寅宫变”、“红丸案”、“移宫案”，都发生在这里。另外，清朝的康熙和乾隆皇帝还曾经在这里举行过千叟宴。'}]",君子听之以平其心，心平德和,0.7326386044219954,0.0,0.0,0.0
